港•澳•台,#genre#
黑龙江｜齐齐哈尔经济法制,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226555/index.m3u8
黑龙江｜双鸭山综合,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226529/index.m3u8
黑龙江｜文体,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226239/index.m3u8
黑龙江｜都市,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226301/index.m3u8
黑龙江｜少儿,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226304/index.m3u8
黑龙江｜影视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226298/index.m3u8
黑龙江｜新闻,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226330/index.m3u8
黑龙江｜科教,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226242/index.m3u8
黑龙江｜新闻,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226330/index.m3u8
黑龙江｜大庆新闻综合,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226484/index.m3u8
黑龙江｜鹤岗新闻综合,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226534/index.m3u8
黑龙江｜佳木斯新闻综合,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226451/index.m3u8
黑龙江｜齐齐哈尔新闻综合,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226437/index.m3u8
黑龙江｜齐齐哈尔经济法制,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226555/index.m3u8
黑龙江｜双鸭山综合,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226529/index.m3u8
黑龙江｜克东综合,https://masterpull.hljtv.com/live/PO1DiGiN.m3u8
黑龙江｜拜泉综合,https://masterpull.hljtv.com/live/zHtOXXUz.m3u8
黑龙江｜友谊综合,https://masterpull.hljtv.com/live/LVpBWYXl.m3u8
黑龙江｜勃利综合,https://masterpull.hljtv.com/live/6rx9bifO.m3u8
黑龙江｜呼玛综合,https://masterpull.hljtv.com/live/yN3vDovm.m3u8
黑龙江｜讷河综合,https://masterpull.hljtv.com/live/PXWxDY1V.m3u8
黑龙江｜依安综合,https://masterpull.hljtv.com/live/4hhgo1mX.m3u8
黑龙江｜嫩江综合,https://masterpull.hljtv.com/live/hrSfaA6T.m3u8
黑龙江｜五大连池综合,https://masterpull.hljtv.com/live/6ic4FFgF.m3u8
黑龙江｜龙江综合,https://masterpull.hljtv.com/live/vRSdDMSR.m3u8
黑龙江｜海林综合,https://masterpull.hljtv.com/live/lqo9Fcdy.m3u8
黑龙江｜孙吴综合,https://masterpull.hljtv.com/live/eXFjvNaf.m3u8
黑龙江｜宝清综合,https://masterpull.hljtv.com/live/HBp9MLoA.m3u8
黑龙江｜塔河综合,https://masterpull.hljtv.com/live/qXrATpGj.m3u8
黑龙江｜集贤综合,https://masterpull.hljtv.com/live/CyJ3RKND.m3u8
黑龙江｜漠河综合,https://masterpull.hljtv.com/live/rlVvbTZN.m3u8
黑龙江｜东宁综合,https://masterpull.hljtv.com/live/UQdxnsw8.m3u8
黑龙江｜宁安综合,https://masterpull.hljtv.com/live/BV2wr0vH.m3u8
黑龙江｜穆棱综合,https://masterpull.hljtv.com/live/5c9Mi3FV.m3u8
黑龙江｜逊克综合,https://masterpull.hljtv.com/live/a0CULO9O.m3u8
黑龙江｜林口综合,https://masterpull.hljtv.com/live/pqheD07F.m3u8
黑龙江｜北安综合,https://masterpull.hljtv.com/live/EfoBDa06.m3u8
黑龙江｜延寿综合,https://masterpull.hljtv.com/live/XBqKssjB.m3u8
黑龙江｜依兰综合,https://masterpull.hljtv.com/live/4sTJDdbE.m3u8
黑龙江｜五常综合,https://masterpull.hljtv.com/live/R9bOklLT.m3u8
黑龙江｜通河综合,https://masterpull.hljtv.com/live/b71kCDir.m3u8
黑龙江｜巴彦综合,https://masterpull.hljtv.com/live/vAtZi96R.m3u8
黑龙江｜方正综合,https://masterpull.hljtv.com/live/sSN2Uyb2.m3u8
黑龙江｜呼兰综合,https://masterpull.hljtv.com/live/zja8TAIO.m3u8
黑龙江｜宾县综合,https://masterpull.hljtv.com/live/DlkgB2B7.m3u8
黑龙江｜肇东综合,https://masterpull.hljtv.com/live/G84ZsUTP.m3u8
黑龙江｜望奎综合,https://masterpull.hljtv.com/live/d3loVdqX.m3u8
黑龙江｜青冈综合,https://masterpull.hljtv.com/live/bJGIloJe.m3u8
黑龙江｜绥棱综合,https://masterpull.hljtv.com/live/p7WSvrJJ.m3u8
黑龙江｜庆安综合,https://masterpull.hljtv.com/live/ayksl1Ur.m3u8
黑龙江｜明水综合,https://masterpull.hljtv.com/live/bOJ0OStw.m3u8
黑龙江｜肇源综合,https://masterpull.hljtv.com/live/XkQg7QSI.m3u8
黑龙江｜肇州综合,https://masterpull.hljtv.com/live/imOHYJ77.m3u8
黑龙江｜富锦综合,https://masterpull.hljtv.com/live/wOBN3GqO.m3u8
黑龙江｜抚远综合,https://masterpull.hljtv.com/live/tVnkOTOG.m3u8
黑龙江｜桦川综合,https://masterpull.hljtv.com/live/NYQcW0fS.m3u8
黑龙江｜桦南综合,https://masterpull.hljtv.com/live/76oCVZd3.m3u8
黑龙江｜汤原综合,https://masterpull.hljtv.com/live/lt2CmppY.m3u8
黑龙江｜同江综合,https://masterpull.hljtv.com/live/oFc7fCUf.m3u8
黑龙江｜安达综合,https://masterpull.hljtv.com/live/FsGxlDZQ.m3u8
黑龙江｜海伦综合,https://masterpull.hljtv.com/live/VFNlgeFO.m3u8
黑龙江｜兰西综合,https://masterpull.hljtv.com/live/SYG06DEw.m3u8
黑龙江｜泰来综合,https://masterpull.hljtv.com/live/cfkAgOUK.m3u8
黑龙江｜嘉荫综合,https://masterpull.hljtv.com/live/k5IX9frJ.m3u8
黑龙江｜甘南综合,https://masterpull.hljtv.com/live/YbFyF4Jb.m3u8
黑龙江｜绥芬河综合,https://masterpull.hljtv.com/live/pXxFNIbi.m3u8
黑龙江｜绥滨综合,https://masterpull.hljtv.com/live/DQiqZPCj.m3u8
黑龙江｜富裕综合,https://masterpull.hljtv.com/live/MKFLhcpa.m3u8
黑龙江｜铁力综合,https://masterpull.hljtv.com/live/iUtbDFud.m3u8
黑龙江｜尚志综合,https://masterpull.hljtv.com/live/EQnKvoc9.m3u8
黑龙江｜绥化新闻综合高清,https://masterpull.hljtv.com/live/v4o2g1hs.m3u8
黑龙江｜大兴安岭新闻综合,https://masterpull.hljtv.com/live/H2kVyS15.m3u8
黑龙江｜黑河新闻综合,https://masterpull.hljtv.com/live/iyoENgSP.m3u8
黑龙江｜佳木斯新闻综合,https://masterpull.hljtv.com/live/l9wQtsVs.m3u8
黑龙江｜虎林综合,https://masterpull.hljtv.com/live/SJJAEqBS.m3u8
黑龙江｜密山综合,https://masterpull.hljtv.com/live/iYi97JTN.m3u8
黑龙江｜鸡东综合,https://masterpull.hljtv.com/live/o4NExHSz.m3u8
黑龙江｜七台河新闻综合,http://live.qthnews.org.cn:1935/live/live1/800k/tzwj_video.m3u8
黑龙江｜七台河民生社教,http://live.qthnews.org.cn:1935/live/live2/800k/tzwj_video.m3u8
黑龙江｜七台河矿区综合,https://play-hsbj.vzan.com/slowlive/967809790087592502/live.m3u8

吉林｜延边卫视,http://live.ybtvyun.com/video/s10016-6f0dfd97912f/index.m3u8?zjild
吉林｜延边卫视,http://live.ybtvyun.com/video/s10006-44f040627ca1/index.m3u8?zjild
吉林｜延边-1,http://live.ybtvyun.com/video/s10016-af95004b6d1a/index.m3u8?zjild
吉林｜延边-2,http://live.ybtvyun.com/video/s10006-04819ee234a7/index.m3u8?zjild
吉林｜延边朝鲜语综合,http://live.ybtvyun.com/video/s10006-b571c289a478/index.m3u8?zjild
吉林｜延边朝鲜语综合,http://live.ybtvyun.com/video/s10016-19a16c47eb99/index.m3u8?zjild
吉林｜通化县综合,http://stream5.jlntv.cn/thx/sd/live.m3u8
吉林｜龙井综合,http://stream8.jlntv.cn/ljtv/sd/live.m3u8
吉林｜德惠综合,http://stream11.jlntv.cn/dehuitv/sd/live.m3u8?zjild
吉林｜珲春新闻综合,http://stream8.jlntv.cn/hctv/sd/live.m3u8?zjild
吉林｜靖宇综合,http://stream8.jlntv.cn/jytv/sd/live.m3u8?zjild
吉林｜龙井综合,http://stream8.jlntv.cn/ljtv/sd/live.m3u8?zjild
吉林｜通化县综合,http://stream5.jlntv.cn/thx/sd/live.m3u8?zjild
吉林｜汪清综合,http://stream5.jlntv.cn/wq/sd/live.m3u8?zjild

江苏｜卫视,http://[2409:8087:2001:20:2800:0:df6e:eb12]:80/PLTV/1/224/3221230915/1.m3u8
江苏｜卫视,http://[2409:8087:2001:20:2800:0:df6e:eb13]:80/PLTV/1/224/3221230573/1.m3u8
江苏｜卫视,http://[2409:8087:2001:20:2800:0:df6e:eb13]:80/PLTV/1/224/3221230915/1.m3u8
江苏｜卫视,http://[2409:8087:2001:20:2800:0:df6e:eb16]:80/PLTV/1/224/3221230384/1.m3u8
江苏｜卫视,http://[2409:8087:2001:20:2800:0:df6e:eb16]:80/PLTV/1/224/3221230891/1.m3u8
江苏｜卫视,http://[2409:8087:2001:20:2800:0:df6e:eb17]:80/PLTV/1/224/3221230384/1.m3u8
江苏｜卫视,http://[2409:8087:2001:20:2800:0:df6e:eb17]:80/PLTV/1/224/3221230891/1.m3u8
江苏｜卫视,http://[2409:8087:2001:20:2800:0:df6e:eb18]:80/PLTV/1/224/3221230891/1.m3u8
江苏｜卫视,http://[2409:8087:2001:20:2800:0:df6e:eb19]:80/PLTV/1/224/3221230891/1.m3u8
江苏｜卫视,http://[2409:8087:2001:20:2800:0:df6e:eb1a]:80/PLTV/1/224/3221230651/1.m3u8
江苏｜卫视,http://[2409:8087:2001:20:2800:0:df6e:eb24]:80/PLTV/1/224/3221230891/1.m3u8
江苏｜卫视,http://[2409:8087:2001:20:2800:0:df6e:eb25]:80/PLTV/1/224/3221230891/1.m3u8
江苏｜卫视,http://[2409:8087:2001:20:2800:0:df6e:eb26]:80/PLTV/1/224/3221230988/1.m3u8
江苏｜卫视,http://[2409:8087:2001:20:2800:0:df6e:eb27]:80/PLTV/1/224/3221230988/1.m3u8
江苏｜公共新闻,http://[2409:8087:2001:20:2800:0:df6e:eb0e]:80/PLTV/1/224/3221230691/1.m3u8
江苏｜南京信息,http://live.nbs.cn/channels/njtv/xxpd/m3u8:500k/live.m3u8
江苏｜南京十八,http://live.nbs.cn/channels/njtv/sbpd/m3u8:500k/live.m3u8
江苏｜南京娱乐,http://live.nbs.cn/channels/njtv/ylpd/m3u8:500k/live.m3u8
江苏｜南京少儿,http://live.nbs.cn/channels/njtv/sepd/m3u8:500k/live.m3u8
江苏｜大丰公共,http://dafeng-tv-hls.cm.jstv.com/dafeng-tv/dafenget.m3u8
江苏｜大丰新闻,http://dafeng-tv-hls.cm.jstv.com/dafeng-tv/dafengyt.m3u8
江苏｜如东新闻,http://rudong-tv-hls.cm.jstv.com/rudong-tv/rdxwzh.m3u8
江苏｜常熟民生经济,http://cstvplay.21cs.cn/cstv2/cstv2.m3u8
江苏｜常熟综合,http://cstvplay.21cs.cn/cstv1/cstv1.m3u8
江苏｜张家港新闻,http://3gvod.zjgonline.com.cn:1935/live/xinwenzonghe2/playlist.m3u8
江苏｜张家港综合,http://3gvod.zjgonline.com.cn:1935/live/xinwenzonghe2/playlist.m3u8?checkedby:hlscat.com
江苏｜扬州城市,http://zjtv-wshls.homecdn.com/live/8bd.m3u8
江苏｜扬州新闻综合,http://zjtv-wshls.homecdn.com/live/8bb.m3u8
江苏｜扬州生活,http://zjtv-wshls.homecdn.com/live/8bf.m3u8
江苏｜扬州邗江,http://zjtv-wshls.homecdn.com/live/8c3.m3u8
江苏｜无锡娱乐,http://stream.thmz.com/wxtv2/playlist.m3u8
江苏｜无锡娱乐,http://stream.thmz.com/wxtv2/sd/live.m3u8
江苏｜无锡新闻综合,http://stream.thmz.com/wxtv1/playlist.m3u8
江苏｜无锡新闻综合,http://stream.thmz.com/wxtv1/sd/live.m3u8
江苏｜无锡生活,http://stream.thmz.com/wxtv4/playlist.m3u8
江苏｜无锡生活,http://stream.thmz.com/wxtv4/sd/live.m3u8
江苏｜无锡经济,http://stream.thmz.com/wxtv5/playlist.m3u8
江苏｜无锡经济,http://stream.thmz.com/wxtv5/sd/live.m3u8
江苏｜无锡都市资讯,http://stream.thmz.com/wxtv3/playlist.m3u8
江苏｜无锡都市资讯,http://stream.thmz.com/wxtv3/sd/live.m3u8
江苏｜江阴新闻综合,http://221.228.70.101:8080/live/xinwen.m3u8
江苏｜溧水新闻,http://live.lsrmw.cn/zhpd/sd/live.m3u8
江苏｜苏州文化生活,http://tylive.kan0512.com/norecord/norecord_csztv3.m3u8
江苏｜苏州新闻综合,http://tylive.kan0512.com/norecord/norecord_csztv1.m3u8
江苏｜苏州生活资讯,http://tylive.kan0512.com/norecord/norecord_csztv5.m3u8
江苏｜苏州社会经济,http://tylive.kan0512.com/norecord/norecord_csztv2.m3u8
江苏｜靖江新闻综合,http://visit.jjbctv.com:1935/live/xwzhpc/playlist.m3u8
江苏｜靖江电视,http://58.222.151.43:1935/live/xwzhpc/playlist.m3u8

江西｜卫视,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225935/index.m3u8
江西｜卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001034/index.m3u8
江西｜卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001034/index.m3u8?
江西｜卫视,http://[2409:8087:1e03:21::42]:6610/cms001/ch00000090990000001034/index.m3u8?
江西｜卫视,http://[2409:8087:1e04:21::102]:6060/cms001/ch00000090990000001034/1.m3u8
江西｜卫视,http://[2409:8087:2001:20:2800:0:df6e:eb05]:80/PLTV/1/224/3221229847/1.m3u8
江西｜卫视,http://[2409:8087:2001:20:2800:0:df6e:eb0d]:80/PLTV/1/224/3221230604/1.m3u8
江西｜卫视,http://[2409:8087:2001:20:2800:0:df6e:eb16]:80/PLTV/1/224/3221230936/1.m3u8
江西｜卫视,http://[2409:8087:2001:20:2800:0:df6e:eb17]:80/PLTV/1/224/3221230936/1.m3u8
江西｜卫视,http://[2409:8087:2001:20:2800:0:df6e:eb27]:80/PLTV/1/224/3221231099/1.m3u8
江西｜卫视,http://[2409:8087:5e01:34::20]:6610/ZTE_CMS/00000001000000060000000000000522/index.m3u8?IAS
江西｜卫视,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/00000001000000060000000000000522/index.m3u8?IAS
江西｜卫视,http://[2409:8087:5e01:34::22]:6610/ZTE_CMS/00000001000000060000000000000522/index.m3u8?IAS
江西｜卫视,http://[2409:8087:5e01:34::23]:6610/ZTE_CMS/00000001000000060000000000000522/index.m3u8?IAS
江西｜都市,http://113.195.172.192:808/hls/2/index.m3u8
江西｜都市,http://59.52.130.24:9901/tsfile/live/65448_1.m3u8?key=txiptv&playlive=1&authid=0
江西｜经济,http://59.52.130.24:9901/tsfile/live/65449_1.m3u8?key=txiptv&playlive=1&authid=0
江西｜影视,http://113.195.172.192:808/hls/4/index.m3u8
江西｜影视,http://59.52.130.24:9901/tsfile/live/65450_1.m3u8?key=txiptv&playlive=1&authid=0
江西｜公共,http://113.195.172.192:808/hls/5/index.m3u8
江西｜公共,http://59.52.130.24:9901/tsfile/live/65451_1.m3u8?key=txiptv&playlive=1&authid=0
江西｜少儿,http://113.195.172.192:808/hls/35/index.m3u8
江西｜少儿,http://59.52.130.24:9901/tsfile/live/65452_1.m3u8?key=txiptv&playlive=1&authid=0
江西｜新闻,http://113.195.172.192:808/hls/96/index.m3u8
江西｜新闻,http://59.52.130.24:9901/tsfile/live/65453_1.m3u8?key=txiptv&playlive=1&authid=0
江西｜移动,http://59.52.130.24:9901/tsfile/live/65454_1.m3u8?key=txiptv&playlive=1&authid=0
江西｜教育,http://59.52.130.24:9901/tsfile/live/65455_1.m3u8?key=txiptv&playlive=1&authid=0
江西｜萍乡新闻综合,http://qrh.yimkj.cn/江西赣云.php?id=pxxwzh
江西｜萍乡公共,http://qrh.yimkj.cn/江西赣云.php?id=pxgg
江西｜南昌文旅,http://live.cooltv.top/tv/nctv.php?id=2
江西｜南昌新闻综合,http://live.cooltv.top/tv/nctv.php?id=1
江西｜南昌资讯,http://live.cooltv.top/tv/nctv.php?id=3

辽宁｜经济,http://218.25.44.2:8899/hls/39/index.m3u8
辽宁｜公共,http://218.25.44.2:8899/hls/40/index.m3u8
辽宁｜都市,http://218.25.44.2:8899/hls/47/index.m3u8
辽宁｜影视剧,http://218.25.44.2:8899/hls/48/index.m3u8
辽宁｜教育,http://218.25.44.2:8899/hls/51/index.m3u8
辽宁｜生活,http://218.25.44.2:8899/hls/52/index.m3u8
辽宁｜体育,http://218.25.44.2:8899/hls/53/index.m3u8
辽宁｜都市,http://42.176.185.28:9901/tsfile/live/1005_1.m3u8
辽宁｜生活,http://42.176.185.28:9901/tsfile/live/1006_1.m3u8
辽宁｜体育,http://42.176.185.28:9901/tsfile/live/1007_1.m3u8
辽宁｜公共,http://42.176.185.28:9901/tsfile/live/1010_1.m3u8
辽宁｜影视剧,http://42.176.185.28:9901/tsfile/live/1012_1.m3u8
辽宁｜沈阳新闻综合,http://218.25.44.2:8899/hls/20/index.m3u8
辽宁｜丹东新闻综合,http://mmitv.top/test/tianma.php?id=ddzh

内蒙古｜卫视,http://111.59.63.32:9901/tsfile/live/1038_1.m3u8
内蒙古｜卫视,http://221.213.43.82:8888/newlive/live/hls/49/live.m3u8
内蒙古｜农牧,http://api2.52tb.xyz/info?id=886&token=20230405tndmhg
内蒙古｜新闻,http://api2.52tb.xyz/info?id=781&token=20230405tndmhg
内蒙古｜包头新闻,http://live.btgdt.com/channels/btgd/xwzh/flv:500k/live
内蒙古｜包头新闻,http://live.btgdt.com/channels/btgd/xwzh/m3u8:500k/live
内蒙古｜察右前旗新闻,http://pili-live-hls.nmgapp12019.sobeylive.com/nmgapp12019/live165597544721311.m3u8
内蒙古｜鄂托克旗,http://110.19.181.138:10080/hls/F509Rh7GR/F509Rh7GR_live.m3u8
内蒙古｜鄂托克旗,http://110.19.181.138:10080/hls/F509Rh7GR/F509Rh7GR_live.m3u8?
内蒙古｜鄂托克旗,http://110.19.181.138:10080/hls/F509Rh7GR/F509Rh7GR_live.m3u8?zneimd
内蒙古｜巴彦淖尔新闻综合,http://mmitv.top/test/tianma.php?id=bynrzh
内蒙古｜巴彦淖尔影视娱乐,http://mmitv.top/test/tianma.php?id=bynrys
内蒙古｜可克达拉综合,http://test5.btzx.com.cn/live/kkdl.stream/playlist.m3u8

宁夏｜石嘴山综合,https://pili-live-hls-jrszs.szsnews.com:443/jrszs/zhpd.m3u8
宁夏｜吴忠公共,http://live.kanwz.net/ggpd/sd/live.m3u8?zningxd
宁夏｜吴忠综合,http://live.kanwz.net/zhpd/sd/live.m3u8?zningxd
宁夏｜安多卫视,http://stream.qhbtv.com/adws/playlist.m3u8?_upt=739abf201649062902
宁夏｜安多卫视,http://stream.qhbtv.com/adws/sd/live.m3u8
宁夏｜安多卫视,http://stream.qhbtv.com/adws/playlist.m3u8
宁夏｜囊谦综合,http://pili-live-hls-qhnqapp2020.sobeylive.com/qhnqapp2020/qhnqtv01.m3u8
宁夏｜门源综合,http://livecdn.dmqhyadmin.com/hls/xjmenyuan.m3u8?zqinghd
宁夏｜化隆综合,http://livecdn.dmqhyadmin.com/hls/xjhualong.m3u8
宁夏｜民和综合,http://livecdn.dmqhyadmin.com/hls/xjminhe.m3u8?zqinghd
宁夏｜兴海综合,http://lived.dmqhyadmin.com/xhzhpd/sd/live.m3u8
宁夏｜大通电视台,http://dtrmlive.qhdtrm.cn/testpush/sd/live.m3u8
宁夏｜湟中电视台,http://livecdn.dmqhyadmin.com/hls/xjhuangzhong.m3u8
宁夏｜西宁新闻综合,https://liveout.xntv.tv/a65jur/96iln2.m3u8?zqinghd
宁夏｜西宁生活服务,https://liveout.xntv.tv/a65jur/90p2i1.m3u8?zqinghd
宁夏｜少儿,https://livepgc.cmc.ningxiahuangheyun.com/tv/nxse.m3u8
宁夏｜经济,https://livepgc.cmc.ningxiahuangheyun.com/tv/nxjj.m3u8
宁夏｜公共,https://livepgc.cmc.ningxiahuangheyun.com/tv/nxgg.m3u8
宁夏｜文旅,https://livepgc.cmc.ningxiahuangheyun.com/tv/nxwl.m3u8
宁夏｜卫视,https://livepgc.cmc.ningxiahuangheyun.com/tv/nxws.m3u8
宁夏｜青海经视,http://stream.qhbtv.com/qhsh/playlist.m3u8
宁夏｜青海经视,http://stream.qhbtv.com/qhsh/sd/live.m3u8?_upt=a7ec5e491648026933
宁夏｜青海经视,http://stream.qhbtv.com/qhsh/sd/live.m3u8?_upt=ba357f031594546763
宁夏｜青海经视,http://stream.qhbtv.com/qhsh/sd/live.m3u8
宁夏｜青海都市,http://stream.qhbtv.com/qhds/playlist.m3u8
宁夏｜青海都市,http://stream.qhbtv.com/qhds/sd/live.m3u8
宁夏｜青海都市,http://stream.qhbtv.com/qhds/sd/live.m3u8?_upt=f868bafe1594546577

青海｜卫视,http://[2409:8087:2001:20:2800:0:df6e:eb1b]:80/PLTV/1/224/3221230493/1.m3u8
青海｜综合,http://lmt.scqstv.com/live1/live1.m3u8
青海｜经视,http://stream.qhbtv.com/qhsh/playlist.m3u8
青海｜经视,http://stream.qhbtv.com/qhsh/sd/live.m3u8
青海｜经视,http://stream.qhbtv.com/qhsh/sd/live.m3u8?_upt=a7ec5e491648026933
青海｜经视,http://stream.qhbtv.com/qhsh/sd/live.m3u8?_upt=ba357f031594546763
青海｜都市,http://stream.qhbtv.com/qhds/playlist.m3u8
青海｜都市,http://stream.qhbtv.com/qhds/sd/live.m3u8
青海｜都市,http://stream.qhbtv.com/qhds/sd/live.m3u8?_upt=f868bafe1594546577
青海｜安多卫视,http://stream.qhbtv.com/adws/playlist.m3u8
青海｜安多卫视,http://stream.qhbtv.com/adws/playlist.m3u8?_upt=739abf201649062902
青海｜安多卫视,http://stream.qhbtv.com/adws/sd/live.m3u8
青海｜囊谦综合,http://pili-live-hls-qhnqapp2020.sobeylive.com/qhnqapp2020/qhnqtv01.m3u8
青海｜门源综合,http://livecdn.dmqhyadmin.com/hls/xjmenyuan.m3u8?zqinghd
青海｜民和综合,http://livecdn.dmqhyadmin.com/hls/xjminhe.m3u8?zqinghd
青海｜西宁生活服务,https://liveout.xntv.tv/a65jur/90p2i1.m3u8?zqinghd
青海｜西宁新闻综合,https://liveout.xntv.tv/a65jur/96iln2.m3u8?zqinghd
青海｜大通电视台,http://dtrmlive.qhdtrm.cn/testpush/sd/live.m3u8
青海｜湟中电视台,http://livecdn.dmqhyadmin.com/hls/xjhuangzhong.m3u8
青海｜兴海综合,http://lived.dmqhyadmin.com/xhzhpd/sd/live.m3u8
青海｜化隆综合,http://livecdn.dmqhyadmin.com/hls/xjhualong.m3u8

山东｜卫视,http://[2409:8087:2001:20:2800:0:df6e:eb02]:80/PLTV/1/224/3221230626/1.m3u8
山东｜卫视,http://[2409:8087:2001:20:2800:0:df6e:eb03]:80/PLTV/1/224/3221230626/1.m3u8
山东｜卫视,http://[2409:8087:2001:20:2800:0:df6e:eb06]:80/PLTV/1/224/3221230495/1.m3u8
山东｜卫视,http://[2409:8087:2001:20:2800:0:df6e:eb07]:80/PLTV/1/224/3221229851/1.m3u8
山东｜卫视,http://[2409:8087:2001:20:2800:0:df6e:eb07]:80/PLTV/1/224/3221230495/1.m3u8
山东｜卫视,http://[2409:8087:2001:20:2800:0:df6e:eb0a]:80/PLTV/1/224/3221229919/1.m3u8
山东｜卫视,http://[2409:8087:2001:20:2800:0:df6e:eb0a]:80/PLTV/1/224/3221230596/1.m3u8
山东｜卫视,http://[2409:8087:2001:20:2800:0:df6e:eb0a]:80/PLTV/1/224/3221230928/1.m3u8
山东｜卫视,http://[2409:8087:2001:20:2800:0:df6e:eb0c]:80/PLTV/1/224/3221230251/1.m3u8
山东｜卫视,http://[2409:8087:2001:20:2800:0:df6e:eb10]:80/PLTV/1/224/3221230386/1.m3u8
山东｜卫视,http://[2409:8087:2001:20:2800:0:df6e:eb11]:80/PLTV/1/224/3221230386/1.m3u8
山东｜卫视,http://[2409:8087:2001:20:2800:0:df6e:eb20]:80/PLTV/1/224/3221231124/1.m3u8
山东｜卫视,http://[2409:8087:2001:20:2800:0:df6e:eb22]:80/PLTV/1/224/3221230994/1.m3u8
山东｜卫视,http://[2409:8087:2001:20:2800:0:df6e:eb23]:80/PLTV/1/224/3221230994/1.m3u8
山东｜卫视,http://[2409:8087:2001:20:2800:0:df6e:eb24]:80/PLTV/1/224/3221230994/1.m3u8
山东｜卫视,http://[2409:8087:2001:20:2800:0:df6e:eb25]:80/PLTV/1/224/3221230994/1.m3u8
山东｜卫视,http://58.57.155.42:9901/tsfile/live/1033_1.m3u8?key=txiptv&playlive=1&authid=0
山东｜齐鲁,http://58.57.155.42:9901/tsfile/live/1034_1.m3u8?key=txiptv&playlive=1&authid=0
山东｜文旅,http://58.57.155.42:9901/tsfile/live/1035_1.m3u8?key=txiptv&playlive=1&authid=0
山东｜生活,http://58.57.155.42:9901/tsfile/live/1036_1.m3u8?key=txiptv&playlive=1&authid=0
山东｜综艺,http://58.57.155.42:9901/tsfile/live/1037_1.m3u8?key=txiptv&playlive=1&authid=0
山东｜体育,http://58.57.155.42:9901/tsfile/live/1038_1.m3u8?key=txiptv&playlive=1&authid=0
山东｜新闻,http://58.57.155.42:9901/tsfile/live/1039_1.m3u8?key=txiptv&playlive=1&authid=0
山东｜农科,http://58.57.155.42:9901/tsfile/live/1040_1.m3u8?key=txiptv&playlive=1&authid=0
山东｜少儿,http://58.57.155.42:9901/tsfile/live/1041_1.m3u8?key=txiptv&playlive=1&authid=0
山东｜教育,http://58.57.155.42:9901/tsfile/live/1043_1.m3u8?key=txiptv&playlive=1&authid=0
山东｜商河综合,http://qrh.yimkj.cn/山东齐鲁.php?id=jnshzh
山东｜商河影视,http://qrh.yimkj.cn/山东齐鲁.php?id=jnshys
山东｜长清综合,http://qrh.yimkj.cn/山东齐鲁.php?id=jncqxw
山东｜长清生活,http://qrh.yimkj.cn/山东齐鲁.php?id=jncqsh
山东｜章丘综合,http://qrh.yimkj.cn/山东齐鲁.php?id=jnzq1
山东｜章丘TV-2,http://qrh.yimkj.cn/山东齐鲁.php?id=jnzq2
山东｜平度新闻综合,http://qrh.yimkj.cn/山东齐鲁.php?id=qdpdxw
山东｜平度生活服务,http://qrh.yimkj.cn/山东齐鲁.php?id=qdpdsh
山东｜李沧,http://qrh.yimkj.cn/山东齐鲁.php?id=qdlc
山东｜即墨综合,http://qrh.yimkj.cn/山东齐鲁.php?id=qdjmxw
